"","X","realSum","room_type","room_shared","room_private","person_capacity","host_is_superhost","multi","biz","cleanliness_rating","guest_satisfaction_overall","bedrooms","dist","metro_dist","attr_index","attr_index_norm","rest_index","rest_index_norm","lng","lat","city","dayType"
"11",860,8130.66810395332,"Entire home/apt","False","False",6,"False",1,0,10,100,3,2.98074170428129,2.03909057354508,127.319157551869,6.74096641571343,171.556582325706,14.955615817921,4.895,52.4,"amsterdam","weekends"
"12",897,491.880111545942,"Entire home/apt","False","False",4,"False",0,0,10,99,2,4.10515537909267,0.948287741281064,130.968067467936,6.93415948791978,165.935176576003,14.4655641765937,4.84772,52.34895,"amsterdam","weekends"
"13",898,546.950062100157,"Entire home/apt","False","False",2,"True",0,0,9,96,1,1.89965004658859,1.63565404872905,188.686287844454,9.99007497317853,246.120333836798,21.455785070685,4.88422,52.38942,"amsterdam","weekends"
"14",940,884.868652309423,"Entire home/apt","False","False",4,"False",0,0,10,100,2,3.30651414799761,1.29775906350679,166.32947921195,8.8063843247948,212.218237230888,18.5003360556339,4.85291,52.35656,"amsterdam","weekends"
"15",1094,909.474374897476,"Entire home/apt","False","False",4,"True",1,0,10,98,2,2.61870940136058,0.430830755833167,253.504086042483,13.4232097974513,323.276678853132,22.5263840875256,4.89072,52.34974,"amsterdam","weekdays"
"16",1247,449.698872823565,"Private room","False","True",4,"True",0,0,10,98,1,0.240366976118377,0.477043434967895,573.923363513394,30.3896234430247,881.6364405607,61.4336956073838,4.89372,52.37536,"amsterdam","weekdays"
"17",1388,626.625735242425,"Private room","False","True",2,"False",1,0,10,100,1,0.533797618014943,0.322320929681585,558.122784239661,29.5529722717413,959.674629318117,66.8715088752039,4.8897,52.36891,"amsterdam","weekdays"
"18",1398,620.767229864317,"Private room","False","True",4,"False",0,1,10,95,2,3.16415959634469,0.476736369992673,152.534343224634,8.07679482561706,199.804493201289,13.9226645492434,4.9206,52.35031,"amsterdam","weekdays"
"19",1537,393.457221193729,"Private room","False","True",2,"False",0,1,10,90,0,1.2177899313284,1.14125715689865,360.042117657674,19.0644693609699,477.897963940272,33.3006176893318,4.87618,52.36969,"amsterdam","weekdays"
"20",1540,1296.60441028285,"Entire home/apt","False","False",4,"True",0,0,10,98,3,2.18173619033209,0.467109938249532,428.75521552024,22.7028735494036,442.74489786586,30.8511014698023,4.88384,52.35446,"amsterdam","weekdays"
"21",1552,2058.21010943688,"Entire home/apt","False","False",4,"False",0,0,10,100,2,2.97560720156364,1.65533530385518,215.680070489811,11.420403041664,244.598715410592,17.0439903991886,4.86466,52.35293,"amsterdam","weekdays"
"22",1754,271.834649544208,"Private room","False","True",2,"True",0,0,10,99,1,3.26204463516197,2.48709260697886,128.228923437701,6.78980669809453,160.940495613371,11.2145652828567,4.94085,52.37087,"amsterdam","weekdays"
"23",1828,447.355470672322,"Private room","False","True",2,"False",1,0,10,93,1,0.261317734361628,0.491320636153943,597.533295464259,31.6397850275086,837.476549104669,58.3565708369517,4.89462,52.37539,"amsterdam","weekdays"
"24",1903,196.611440489302,"Private room","False","True",2,"True",0,0,10,96,1,4.83013139454153,2.7472044634262,81.6191898857423,4.32179033654997,102.234638954925,7.1238567295305,4.89988,52.41645,"amsterdam","weekdays"
"25",1910,454.8543575563,"Entire home/apt","False","False",3,"False",0,0,9,92,1,1.22864171275678,0.49881602790387,520.557716183627,27.5638769579593,1144.93640376306,79.7808158585861,4.88505,52.36335,"amsterdam","weekdays"
"26",1916,539.451175216179,"Entire home/apt","False","False",2,"False",0,0,10,95,1,2.94311922996358,0.892462342781453,149.827772978278,7.93348013268431,187.796813962127,13.0859521841548,4.85019,52.37641,"amsterdam","weekdays"
"27",1927,233.637194478945,"Private room","False","True",2,"True",1,0,10,98,1,3.7614260822687,0.339808300909447,118.822751023128,6.29174361878518,148.340886250724,10.3366063751412,4.8381,52.37639,"amsterdam","weekdays"
"28",1944,1474.93731399245,"Entire home/apt","False","False",4,"False",0,0,9,96,2,1.61504603318284,0.357775176882004,440.512322478773,23.3254201749007,454.8641631597,31.695589311722,4.89514,52.35877,"amsterdam","weekdays"
"29",1948,7782.90722470883,"Entire home/apt","False","False",6,"False",1,0,10,100,3,2.98073374541505,2.03911161287693,127.319505788729,6.74165242931634,171.558120555452,11.9544166646238,4.895,52.4,"amsterdam","weekdays"
"30",2088,151.852459400558,"Entire home/apt","False","False",4,"True",0,1,10,100,2,2.50896606210095,0.563466800988574,68.7752207536318,2.59311160971531,101.162768895328,7.59591633286326,23.732,37.998,"athens","weekdays"
"31",2193,260.586319218241,"Entire home/apt","False","False",3,"True",0,1,10,100,1,0.691082072430412,0.606395645122364,468.323348300961,17.6577362932832,480.03332694824,36.0438235163137,23.72937,37.97156,"athens","weekdays"
"32",2229,87.8775806716191,"Private room","False","True",2,"True",1,0,9,95,1,1.13918756988142,0.587571514459286,125.2572904466,4.72272034170694,163.05326270772,12.2430312540152,23.747,37.971,"athens","weekdays"
"33",2349,110.139901108429,"Entire home/apt","False","False",3,"True",0,1,10,97,0,0.983028395418044,0.322757600402152,143.837209294801,5.42326048894147,255.588210500073,19.191118272312,23.732,37.984,"athens","weekdays"
"34",2422,101.937993579078,"Entire home/apt","False","False",2,"True",0,0,10,99,1,2.62125837897457,0.964224055799344,87.8589072330653,3.3126458899942,123.866584409177,9.30065696979068,23.71773,37.95654,"athens","weekdays"
"35",2496,104.515735945446,"Entire home/apt","False","False",3,"True",1,0,10,98,1,1.65339761233923,0.310802971294915,155.760021624776,5.8728000576194,187.351083413354,14.0674595013467,23.72791,37.9619,"athens","weekdays"
"36",2684,99.5945914278349,"Entire home/apt","False","False",4,"False",1,0,9,94,2,2.00028128811104,0.403590486256531,91.1272376885945,3.43587552932868,138.325313352356,10.3863063300368,23.72507,37.99162,"athens","weekdays"
"37",2841,196.845780704427,"Entire home/apt","False","False",5,"True",0,1,10,97,2,1.82511348508985,0.437299505753583,152.138394025398,5.73624964787726,227.740287698416,17.100126754827,23.722,37.963,"athens","weekdays"
"38",2845,75.2232090549059,"Private room","False","True",2,"True",1,0,10,97,1,2.13770733824385,0.439465991462478,90.4968588556931,3.41210762786354,145.281657854251,10.908631009323,23.71693,37.9881,"athens","weekdays"
"39",2886,121.622571649521,"Entire home/apt","False","False",4,"False",0,1,9,91,1,1.58490279704628,0.248168196316668,167.485649206259,6.31490494190121,199.092308479151,14.949062132621,23.72798,37.96255,"athens","weekdays"
"40",2915,115.998406486537,"Entire home/apt","False","False",4,"True",0,0,9,96,1,2.43136544622288,0.0562051719669263,99.3758006240424,3.7468806279237,137.241710683416,10.304942847194,23.709,37.969,"athens","weekdays"
"41",3075,115.998406486537,"Entire home/apt","False","False",4,"True",1,0,10,97,1,2.47684229361745,0.431059923528434,88.4981061210566,3.33674634418693,113.376022271155,8.51296172226768,23.72555,37.95466,"athens","weekdays"
"42",3090,138.96374756872,"Entire home/apt","False","False",2,"True",0,0,10,99,1,1.98052659217529,0.414666867903768,79.82545963574,3.00975153353278,111.546158805415,8.3755644372971,23.7528,37.98689,"athens","weekdays"
"43",3102,120.450870573899,"Entire home/apt","False","False",4,"False",0,1,9,89,1,2.7737964426561,0.171647997683797,63.8865506386613,2.40878843208991,94.3799077946577,7.0866178431053,23.72467,37.99906,"athens","weekdays"
"44",3176,82.2534155086354,"Entire home/apt","False","False",2,"True",0,0,10,95,1,1.27099295285532,0.743544505901405,119.807289321335,4.51723265244873,195.67952189903,14.6928093470597,23.736,37.987,"athens","weekdays"
"45",3470,83.425116584257,"Entire home/apt","False","False",6,"True",1,0,9,98,2,1.38034729282752,0.537181633517696,102.946532978727,3.8815120754517,140.665775663233,10.5620424836412,23.75,37.971,"athens","weekdays"
"46",3511,87.8775806716191,"Entire home/apt","False","False",2,"False",0,1,10,99,0,4.5323682402329,0.39016952816652,38.0859117126521,1.43599713307289,56.0852443560521,4.21122146308155,23.73107,38.01624,"athens","weekdays"
"47",3527,313.078527406088,"Entire home/apt","False","False",4,"True",0,1,10,100,1,0.681171191643248,0.459301814499384,528.929102790852,19.9428250776038,513.219376039697,38.5356340417633,23.72853,37.97271,"athens","weekdays"
"48",3591,18545.4502847234,"Entire home/apt","False","False",2,"True",0,1,10,100,1,1.19653601462185,0.381128187598926,134.904352627905,5.08645467316912,275.573716188606,20.6917516647918,23.732,37.986,"athens","weekdays"
"49",3640,138.96374756872,"Entire home/apt","False","False",4,"False",0,0,10,100,2,1.47641422345067,0.75912654858789,98.4123769475041,3.71055555192495,133.152049575572,9.99786620284984,23.75,37.969,"athens","weekdays"
"50",3687,231.76247275795,"Entire home/apt","False","False",2,"False",0,1,10,100,1,1.12214554894413,0.260905635937351,244.248076608604,9.20916743216648,660.194405188721,49.5714136732131,23.723,37.978,"athens","weekdays"
"51",3736,87.8775806716191,"Entire home/apt","False","False",3,"True",1,0,10,99,0,1.85167930851065,0.219766546710607,124.59595581067,4.69778527783441,154.993167721904,11.6378302713243,23.72942,37.95957,"athens","weekdays"
"52",3795,269.959927823214,"Entire home/apt","False","False",5,"True",0,1,10,97,3,1.34176238099295,0.320253862282377,239.586099195002,9.03339151137738,326.217607317613,24.4944032132544,23.72029,37.97379,"athens","weekdays"
"53",3840,111.311602184051,"Entire home/apt","False","False",3,"False",1,0,10,100,1,1.47671382746049,0.139962196735639,193.560856763707,7.29804861926097,225.914841224613,16.9630611244914,23.72782,37.96369,"athens","weekdays"
"54",3851,307.923042673353,"Entire home/apt","False","False",4,"True",0,1,10,97,2,3.59527872212138,0.343904194216026,47.7775114420119,1.80141071516728,70.0813329759536,5.26213297237518,23.73154,38.0078,"athens","weekdays"
"55",3906,151.852459400558,"Entire home/apt","False","False",3,"False",0,1,10,96,1,1.7626023112193,0.273022169904452,112.300715807399,4.23420363829409,148.798704499139,11.1727122750404,23.72951,37.99074,"athens","weekdays"
"56",4293,100.766292503457,"Entire home/apt","False","False",2,"False",0,1,10,100,1,2.55092528250221,0.854244187652697,65.3019269130948,2.46215399906492,96.0586444129289,7.21266760465835,23.73745,37.99848,"athens","weekdays"
"57",4295,92.7987251892297,"Entire home/apt","False","False",2,"False",1,0,10,100,1,2.43089382710412,0.265037995746944,98.339097042015,3.70779259498203,138.624079775544,10.4087395312864,23.70839,37.97082,"athens","weekdays"
"58",4412,87.8775806716191,"Entire home/apt","False","False",2,"False",1,0,10,100,1,1.20066738849205,0.331430997035556,255.653227796612,9.63918902471252,289.235739636202,21.7175795279352,23.73011,37.96559,"athens","weekdays"
"59",4647,138.96374756872,"Entire home/apt","False","False",2,"False",0,0,9,87,1,1.95101203158155,0.532923175714875,107.293326711951,4.04540426178196,183.935714342291,13.8110128066493,23.71563,37.98357,"athens","weekdays"
"60",4702,92.7987251892297,"Entire home/apt","False","False",5,"True",1,0,10,100,3,2.19207886788055,0.405750992310811,107.465931758874,4.05191218929085,137.508149205547,10.3249486728951,23.724,37.958,"athens","weekdays"
"61",4742,158.413985424039,"Entire home/apt","False","False",5,"True",0,0,10,97,3,0.9267267163559,0.336531586429487,124.622670671926,4.69550039031142,216.220958093632,3.22903070284391,23.745,37.979,"athens","weekends"
"62",4914,147.165655098071,"Entire home/apt","False","False",5,"True",0,1,10,96,2,1.38184591779491,0.325167654634884,128.553360538034,4.84359989500823,197.08986195481,2.9433280708883,23.72922,37.98701,"athens","weekends"
"63",4968,86.9402198111218,"Entire home/apt","False","False",4,"True",1,0,10,100,1,3.24235080613628,0.333983651909917,53.7343548509203,2.02458896776369,79.0102857384465,1.17993482564921,23.727,38.004,"athens","weekends"
"64",5025,138.96374756872,"Entire home/apt","False","False",4,"False",0,0,10,95,2,2.82825610883041,0.51757278616853,61.5400834172767,2.31869116708567,90.5189088845809,1.35180390723119,23.72853,38.00045,"athens","weekends"
"65",5138,73.1141471187871,"Entire home/apt","False","False",3,"True",0,0,10,100,0,3.05648785627627,0.510228667101937,56.3927114817205,2.12474983360142,83.1156577989141,1.24124420355006,23.73026,38.00279,"athens","weekends"
"66",5167,115.998406486537,"Entire home/apt","False","False",2,"True",1,0,10,97,1,0.546727108222145,0.220121114255331,215.08832370842,8.10404160397945,358.467263435875,5.35332841831935,23.73105,37.97909,"athens","weekends"
"67",5228,80.1443535725166,"Entire home/apt","False","False",2,"True",0,0,10,96,1,2.68719166438406,0.92194266565938,62.3041213060285,2.34747838682268,91.9642539122722,1.37338860240489,23.73678,37.99974,"athens","weekends"
"68",5283,179.738945000352,"Entire home/apt","False","False",6,"False",1,0,10,100,2,0.876562596872415,0.581248296513722,126.740794486898,4.77530650541316,194.251218100289,2.90093593535481,23.74305,37.98062,"athens","weekends"
"69",5352,127.481077027629,"Entire home/apt","False","False",3,"False",0,1,10,100,1,0.661533898585862,0.491378979333802,141.304293039175,5.32402619475877,242.919984643107,3.62775234955388,23.73858,37.98096,"athens","weekends"
"70",5420,100.766292503457,"Entire home/apt","False","False",2,"False",0,1,10,100,1,2.55093103822315,0.854245426755819,65.3018030410512,2.46042425518626,96.0584928516577,1.43453171894927,23.73745,37.99848,"athens","weekends"
"71",5461,249.572329107398,"Entire home/apt","False","False",4,"True",0,1,10,100,2,1.11079798633892,0.225295681225763,273.892705981123,10.319657738867,616.000733895343,9.19931768067134,23.72296,37.97737,"athens","weekends"
"72",5488,87.8775806716191,"Entire home/apt","False","False",4,"False",0,0,8,100,1,2.92317729516892,0.651457499936385,58.840202348284,2.21696575432651,87.2572940042237,1.30309514799534,23.731,38.00166,"athens","weekends"
"73",5608,173.880439622244,"Entire home/apt","False","False",2,"True",0,1,10,97,1,0.540707398310907,0.516035222550562,380.764420528042,14.3463422470924,508.910536596821,7.60003915513267,23.73016,37.973,"athens","weekends"
"74",5614,260.586319218241,"Entire home/apt","False","False",6,"False",0,1,10,98,2,1.79263820202069,0.330835976203168,114.263900829599,4.30520536954559,204.588176473919,3.05530744613137,23.718,37.984,"athens","weekends"
"75",5627,113.42066412017,"Entire home/apt","False","False",6,"True",0,0,10,98,2,1.72377073183965,0.444813277098395,152.239168423648,5.73602756946019,220.717629247291,3.29618371772173,23.71578,37.97534,"athens","weekends"
"76",5752,605.066435450988,"Entire home/apt","False","False",5,"False",0,1,10,100,2,0.891202185797591,0.36446971725043,228.082569296331,8.59363539057436,459.287840734685,6.85897681820909,23.72643,37.97932,"athens","weekends"
"77",5858,469.383450894008,"Entire home/apt","False","False",5,"True",0,1,10,100,2,1.19825702423174,0.243701555204243,217.632444162173,8.19989830901706,456.465726340579,6.8168315326371,23.72224,37.97841,"athens","weekends"
"78",6247,114.826705410916,"Entire home/apt","False","False",4,"True",1,0,10,100,1,1.67117099729564,1.13848110008945,91.1720228032379,3.43515562898721,121.563207102982,1.81541757807641,23.74962,37.96558,"athens","weekends"
"79",6286,92.7987251892297,"Entire home/apt","False","False",4,"False",0,0,10,100,1,1.34178686810091,0.12778610708819,260.880276206456,9.82937881323964,311.294983069753,4.64886043811824,23.72666,37.96565,"athens","weekends"
"80",6410,82.2534155086354,"Entire home/apt","False","False",2,"False",0,0,9,90,1,1.88429696490774,0.199482803859329,120.055595726422,4.52342333504073,149.580872123459,2.23383169191055,23.72994,37.95915,"athens","weekends"
"81",6808,179.738945000352,"Private room","False","True",4,"False",0,0,10,100,2,2.47860030496201,0.555611405180427,69.396016289426,2.61468495111029,103.373275046158,1.5437702335637,23.73264,37.99778,"athens","weekends"
"82",6918,112.483303259672,"Entire home/apt","False","False",2,"False",0,1,10,80,1,2.55290599364397,0.31154008700103,61.3553117845908,2.31172938983665,94.7929260891106,1.41563182150735,23.758,37.99,"athens","weekends"
"83",6924,173.880439622244,"Entire home/apt","False","False",5,"False",1,0,10,100,2,2.51043869907156,0.320706857977611,62.0327606672477,2.33725413164952,93.581623269459,1.39754229850466,23.76077,37.98594,"athens","weekends"
"84",6961,127.715417242753,"Entire home/apt","False","False",6,"True",0,1,10,97,2,5.47532882092503,0.235094980338283,31.5621493787093,1.1891904091587,46.0713791440765,0.688027187975756,23.73379,38.02486,"athens","weekends"
"85",7183,139.666768214093,"Entire home/apt","False","False",2,"False",0,1,9,100,1,2.52709921930942,0.812686321725298,60.7445070816158,2.28871564999494,86.8175740186297,1.29652839634159,23.76317,37.98144,"athens","weekends"
"86",7363,161.984779016454,"Private room","False","True",4,"False",0,1,9,88,1,1.67049289698482,0.0803219762945513,344.073935952547,11.7265946795268,840.67361726289,18.5058136433043,2.15357,41.37859,"barcelona","weekdays"
"87",7485,422.417203900668,"Entire home/apt","False","False",5,"False",0,1,10,93,2,1.98490668026731,0.296521819323785,711.15019438091,24.2371456085001,699.677329578098,15.4020514094093,2.171,41.405,"barcelona","weekdays"
"88",7513,481.299602020155,"Entire home/apt","False","False",4,"False",0,1,10,89,1,0.916032158616559,0.287971593366132,704.319784926515,24.0043542378164,1364.79752838269,30.0433940145814,2.16212,41.39286,"barcelona","weekdays"
"89",7623,462.680661903321,"Entire home/apt","False","False",5,"True",0,0,10,96,2,1.81403738070616,0.296212391626262,835.311944986383,28.4687783243582,761.340468604338,16.7594468790044,2.17125,41.40345,"barcelona","weekdays"
"90",7632,474.317499476342,"Entire home/apt","False","False",4,"False",0,1,10,94,2,2.30023693039142,0.394303828449108,426.594480643242,14.5390279364737,564.51838307186,12.4267870203431,2.18308,41.40537,"barcelona","weekdays"
"91",7645,310.005352945284,"Entire home/apt","False","False",4,"False",0,0,9,91,1,1.90540259407022,0.373604768036509,366.738726923006,12.4990473108805,765.520670941807,16.851465997792,2.15609,41.37355,"barcelona","weekdays"
"92",7786,327.460609304815,"Private room","False","True",3,"False",1,0,10,94,1,0.987737540516648,0.648626288044244,579.952195180404,19.7657061920562,1105.61236337294,24.3379308428025,2.16756,41.39584,"barcelona","weekdays"
"93",7859,205.972025042474,"Private room","False","True",2,"False",1,0,10,98,1,0.881780245547418,0.33882314635114,430.862881533953,14.6845019231519,1135.70826254012,25.0004342091255,2.15973,41.38537,"barcelona","weekdays"
"94",7891,223.194544650546,"Private room","False","True",2,"True",1,0,10,96,1,1.818665350336,0.947596287455575,391.160076006186,13.3313662757938,1065.54587347698,23.4559440882162,2.18955,41.37994,"barcelona","weekdays"
"95",7919,156.166360229944,"Private room","False","True",2,"False",0,0,10,93,1,1.33355933818824,0.414371177510841,425.908265980828,14.515640634012,1157.10784896669,25.4715049675291,2.15574,41.3925,"barcelona","weekdays"
"96",8113,113.575534712686,"Private room","False","True",2,"False",0,0,5,70,1,0.556266510790708,0.195802078784346,894.137241136728,30.4736392939881,1683.04399937471,37.0489783030389,2.17386,41.38305,"barcelona","weekdays"
"97",8461,218.772546372798,"Private room","False","True",6,"False",1,0,10,95,2,3.47039832761909,0.16192194228515,244.219798550069,8.32340462634551,437.603233569021,9.63299397511991,2.13786,41.40691,"barcelona","weekdays"
"98",8501,439.639723508739,"Entire home/apt","False","False",6,"False",0,1,9,83,2,1.66526723179421,0.523929182708476,436.939158798613,14.8915912525015,972.782778614957,21.4139428748537,2.15843,41.39934,"barcelona","weekdays"
"99",8502,439.639723508739,"Entire home/apt","False","False",6,"False",0,1,8,77,2,1.83129225242514,0.362966890081513,399.750637625168,13.6241464711213,897.728315744466,19.7617631531898,2.15645,41.40009,"barcelona","weekdays"
"100",8648,190.844136197547,"Private room","False","True",2,"False",1,0,10,93,1,3.78432255044834,0.638389159905388,355.391331240463,12.112309764286,373.709520505845,8.22649670597087,2.14875,41.41723,"barcelona","weekdays"
"101",8709,4467.14920753136,"Entire home/apt","False","False",6,"False",0,1,10,90,6,5.80732183823684,0.883000734704704,139.436366866234,4.75221627380583,250.63209699721,5.51718382118624,2.19006,41.43722,"barcelona","weekdays"
"102",8816,111.015430446622,"Private room","False","True",2,"False",1,0,9,91,1,3.74651562649499,0.516528146463422,207.593581504193,7.07512407654938,368.964901008579,8.12205302839876,2.19983,41.41233,"barcelona","weekdays"
"103",8873,150.580678194894,"Private room","False","True",4,"False",0,1,8,72,2,3.43552934145871,0.431732486456206,246.960968792215,8.41682812931513,397.532470863344,8.75091316284144,2.1889,41.41462,"barcelona","weekdays"
"104",8892,254.614006097703,"Private room","False","True",2,"False",0,0,10,96,1,2.00892471389675,0.953797413737431,385.246023156988,13.129805816168,919.528358279322,20.2416491830139,2.19178,41.37948,"barcelona","weekdays"
"105",9075,179.440035375986,"Private room","False","True",2,"False",1,0,8,86,1,0.157512205146875,0.138711420463784,615.603658904516,23.7691686755173,1454.32557521521,31.9466466954613,2.16909,41.3859,"barcelona","weekends"
"106",9158,208.532129308539,"Private room","False","True",2,"False",0,0,9,100,1,1.12962224351864,0.318583016811465,553.132502439321,21.357085131345,1161.11595874951,25.5058165370866,2.17178,41.37705,"barcelona","weekends"
"107",9178,196.895291735518,"Private room","False","True",2,"False",0,1,9,86,1,1.83556897814521,0.590944422127564,332.401683819748,12.8344131430237,973.716040339911,21.3892699492955,2.14952,41.39307,"barcelona","weekends"
"108",9206,306.514301673377,"Private room","False","True",2,"False",0,0,10,94,0,0.440429220003916,0.282511438450076,796.648199513526,30.7595076075096,1595.56599204102,35.0492241185298,2.173,41.38387,"barcelona","weekends"
"109",9276,397.514371494403,"Private room","False","True",3,"False",1,0,10,94,1,0.987717566737454,0.648606570567798,579.954970045023,22.3927316022384,1105.61504111084,24.2866478466001,2.16756,41.39584,"barcelona","weekends"
"110",9417,2950.63653501524,"Entire home/apt","False","False",6,"False",0,0,10,100,3,1.63525577195124,0.646328226479289,476.862526430082,18.4122132183558,994.698514307224,21.8501844061779,2.18327,41.37631,"barcelona","weekends"
"111",9604,127.307003048851,"Private room","False","True",2,"False",1,0,10,100,1,1.74273789195427,0.292668309728949,358.261004731768,13.8328714070403,834.587252280051,18.3330779156387,2.16228,41.37256,"barcelona","weekends"
"112",10065,138.943840621873,"Private room","False","True",2,"False",1,0,10,93,1,4.90500081013723,0.107218364175158,155.136081579845,5.98998338848745,293.315353467325,6.44315284504869,2.21784,41.41273,"barcelona","weekends"
"113",10371,127.605870804899,"Private room","False","True",2,"True",0,0,10,98,1,3.20043284881154,0.374613089998418,112.511783382819,17.1546484177269,160.509227877826,33.0959037897376,13.42576,52.49521,"berlin","weekdays"
"114",10495,135.552023931944,"Private room","False","True",2,"False",1,0,9,93,1,11.3685807166866,1.30190592604071,30.7020279892228,4.68113187819896,38.9634525164217,8.03399712807195,13.58005,52.50121,"berlin","weekdays"
"115",10496,178.087314200243,"Private room","False","True",2,"False",0,1,8,76,1,5.8458233350968,0.300915381044169,129.093583930698,19.6828721288728,237.383420019414,48.9468358555771,13.34073,52.49851,"berlin","weekdays"
"116",10683,371.132093110218,"Entire home/apt","False","False",4,"False",0,0,10,95,1,2.04619971254674,1.75847719372103,95.5515680875217,14.5687278880537,133.276907818197,27.480785851778,13.43733,52.53676,"berlin","weekdays"
"117",10695,188.136860802094,"Private room","False","True",2,"False",1,0,10,100,1,6.76421014797132,0.365970849050304,104.262025655566,15.8968095577657,242.753750411295,50.054161211999,13.32514,52.49922,"berlin","weekdays"
"118",10727,263.157894736842,"Entire home/apt","False","False",2,"False",1,0,10,90,0,2.87917651204599,0.244070586684855,286.913083335819,43.7455786681946,254.67237274837,52.5116995316917,13.38825,52.50415,"berlin","weekdays"
"119",11131,2319.34187155277,"Private room","False","True",3,"False",0,0,9,97,0,4.87228658610846,0.213824397635235,154.309854924412,23.5275917688722,205.640822451915,42.4017295771398,13.35702,52.49896,"berlin","weekdays"
"120",11180,2317.00476769188,"Entire home/apt","False","False",4,"False",0,0,10,80,1,4.01412769656916,0.603898769273314,106.999914939284,16.3142549724298,121.913106658744,25.137647860078,13.37151,52.54682,"berlin","weekdays"
"121",11224,266.663550528185,"Private room","False","True",4,"False",1,0,10,100,2,1.87527593701088,0.225250590798517,165.668576480847,25.2594537029463,207.893730113665,42.8662637114463,13.3998,52.53683,"berlin","weekdays"
"122",11241,357.109469944844,"Entire home/apt","False","False",2,"True",1,0,10,96,1,0.680205173130002,0.250287978356354,209.534890729123,31.9477415932049,264.535393945397,54.545386970905,13.41529,52.51736,"berlin","weekdays"
"123",11279,5857.48340656259,"Entire home/apt","False","False",6,"True",0,1,10,100,3,1.19236920090343,0.463960374432496,388.365447673998,59.2139997441187,389.544272453185,80.3213617896605,13.399,52.523,"berlin","weekdays"
"124",11680,483.313078433206,"Entire home/apt","False","False",4,"False",1,0,10,94,1,3.36487593498851,0.208625521896614,82.1202573956194,12.5168184995031,127.56152253707,26.988140634149,13.46312,52.51303,"berlin","weekends"
"125",11733,148.406095166869,"Private room","False","True",3,"True",1,0,10,98,1,3.89676326278469,0.265904500524034,73.6174304112888,11.2208125507781,104.780160424378,22.1682969045782,13.47135,52.51295,"berlin","weekends"
"126",11826,214.546134430214,"Private room","False","True",2,"False",1,0,10,100,1,2.49359195386844,0.737494403781756,89.6875728749323,13.6702332279388,124.164388434284,26.2694103219391,13.45327,52.52244,"berlin","weekends"
"127",11982,588.950172945686,"Entire home/apt","False","False",6,"False",0,0,6,100,2,1.82408472601667,0.229293842896384,222.77133743598,33.9549398164266,236.588363830262,50.054906122642,13.40363,52.50905,"berlin","weekends"
"128",12341,195.849303543049,"Private room","False","True",3,"False",1,0,10,100,1,6.82708906683736,0.66988154203695,91.6397213852637,13.9677808655476,138.173667136471,29.233347850105,13.31632,52.5182,"berlin","weekends"
"129",12345,294.475086472843,"Private room","False","True",2,"False",1,0,8,100,1,1.84546703657304,0.247684232029148,265.375178489915,40.4486426221148,328.875861989309,69.5801354359433,13.39,52.527,"berlin","weekends"
