"","title","rating","calories","protein","fat","sodium"
"15825","Sausage and Mushroom Penne Gratin ",4.375,1106,55,57,1232
"5404","Sweet Pastry Dough ",3.75,197,3,12,76
"8499","Apricot, Date, and Pistachio Haroseth ",4.375,208,5,9,3
"15313","Mexican Coffee ",5,189,0,0,9
"7567","Sugar Snap Peas with Lemon Butter ",4.375,57,2,3,3
"2282","Grilled Lemon-Lime Chicken ",3.75,746,50,57,254
"1980","Fennel, Pine Nut, and Roasted-Lemon Stuffing ",3.75,295,8,15,475
"15188","Waffles with Frizzled Ham and Maple-Mustard Cream ",4.375,746,20,64,1237
"11607","Parsley Mayo ",0,306,0,34,302
"1048","Chinese Chicken Noodle Soup with Spinach and Garlic Chives ",3.75,301,24,18,114
"19869","Grilled Charmoula Quail ",3.125,201,7,18,302
"13465","Peach Patty-Cakes with Cream ",0,599,8,27,472
"7927","Marsala and Dried-Fig Crostata ",4.375,480,6,22,101
"13947","Goat Cheese, Artichoke, and Smoked Ham Strata ",4.375,719,42,40,1931
"3988","American Caviar with Crispy Yukon Gold Potato Pancakes ",4.375,103,2,8,134
"2802","Grilled Pork Sausages with Spiced Figs ",5,281,7,11,341
"11591","Bunuelos de Chorizo ",0,68,3,4,120
"9093","Orecchiette with Lentils, Onions, and Spinach ",3.75,600,23,16,245
"11076","Indian Clarified Butter ",4.375,270,0,31,4
"12207","Salad of Grilled Asparagus with Taleggio Cheese and Serrano Ham ",4.375,539,15,50,601
"19294","Baked Chicken and Bacon-Wrapped Lady Apples ",3.75,1084,46,64,860
"16464","Cream of Carrot, White Bean and Pear Soup ",3.75,646,27,24,348
"6863","Challah ",5,362,6,20,353
"4722","Linguine with Eggplant ",3.125,495,15,18,351
"13293","Honeydew and Prosciutto with Greens and Mint Vinaigrette ",0,1157,27,21,1689
"8757","Grand Marnier Crêpe Cake ",4.375,298,7,19,97
"2590","Highland Fling ",0,122,0,0,26
"18149","Chive Oil ",0,294,0,33,0
"9773","Salsa Quemada (Roasted Tomato Salsa) ",5,21,1,0,472
"7743","Glazed Pork Loin with Cilantro and Garlic ",5,754,61,42,4822
"4805","Hotel Benson Eggs ",3.125,704,44,42,1094
"5881","Artichoke Olive Dip with Fennel Crudites ",4.375,298,7,22,518
"67","Scarborough Fair Tofu Burger ",3.125,224,21,12,340
"5654","Do-Ahead Sheboygan ""Brats"" ",3.75,420,9,22,448
"15375","Apple and Cranberry Crisps with Ginger-Pecan Topping ",4.375,576,5,25,164
"4848","Sweet, Salty, and Sour Marinade ",5,116,3,0,2798
"9081","Lime, Ginger, and Lemongrass Sorbet ",3.75,291,1,0,5
"15837","Cumin-Marinated Chicken Wings ",3.75,478,42,32,860
"11171","Chilled Zucchini Soup with Lemon-Cumin Shrimp and Cilantro Cream ",4.375,323,24,15,551
"4851","Lemon Blueberry Ice-Cream Cake ",3.125,276,3,11,181
"15579","Wilted Cabbage with Mustard and Horseradish ",3.75,160,4,9,534
"14177","Lemon and Olive Mayonnaise ",0,153,0,17,154
"13300","Molasses-Baked Onions ",4.375,229,6,14,357
"9201","Wine-Braised Brisket with Tart Cherries ",4.375,1277,68,86,676
"18161","Baked Ziti with Mushrooms, Peppers, and Parmesan ",3.75,485,20,20,314
"8872","Buttery Sugar Cookies ",3.75,87,1,4,26
"19520","Mandarin Chocolate Cake ",3.75,628,8,35,48
"8361","Sausage Cheese Grits ",4.375,481,23,31,630
"17675","Seafood Stew ",4.375,462,40,18,928
"9469","Baked Shrimp Toasts ",3.75,45,3,1,140
"17633","Black Bean Mussels ",4.375,330,29,17,996
"13352","Spiced Couscous with Raisins and Almonds ",4.375,476,11,21,16
"4590","Cranberry Coconut Layer Cake ",3.125,783,9,34,516
"19686","Southwestern Corn Bread Stuffing ",4.375,150,4,8,94
"2008","Indian Pudding ",5,254,7,7,293
"1907","Artichoke Croustades ",3.75,375,13,16,609
"15986","Hot Oat & Quinoa Cereal ",3.75,150,5,2,483
"18898","Artichoke, Cherry Tomato, and Feta Salad with Artichoke-Pesto Crostini ",4.375,243,7,20,275
"9539","Clams with Fennel and Pernod ",3.75,374,22,15,811
"13754","Leeks with Mustard Vinaigrette ",3.75,209,3,14,73
"8574","Hot-and-Sour Cabbage Salad ",3.75,25,2,0,75
"10921","Sautéed Fennel with Almonds, Raisins, and Saffron ",4.375,237,4,17,65
"19555","Chicken Stock ",0,60,5,3,71
"17196","Pancho Villa ",0,240,0,0,6
"10724","Roast Pork Lo Mein ",4.375,552,26,19,895
"6082","Cider Sauce ",4.375,329,1,23,9
"18428","Confetti Vegetable Slaw ",3.125,97,1,9,15
"6881","Lemon-Thyme Cranberry Sauce ",3.125,150,0,0,29
"4636","Steamed Sea Bass or Red Snapper ",0,296,39,12,861
"16322","Chicken-Fried Skirt Steak with Country Gravy ",3.75,939,82,62,431
"5694","Blueberry-Buttermilk Bundt Cake ",3.75,367,6,13,334
"15237","Spiced Mixed Nuts ",3.75,224,6,18,204
"15012","Rice with Julienned Carrots ",3.75,430,7,6,613
"5882","Crab, Mango, and Avocado Salad with Citrus Dressing ",4.375,466,31,22,677
"7018","Roast Heritage Turkey with Bacon-Herb and Cider Gravy ",4.375,2896,348,145,4503
"1583","Fried Rice with Cilantro and Peas ",4.375,313,7,4,266
"7095","Mashed Potatoes and Butternut Squash ",4.375,283,5,12,106
"5196","Spinach Linguine with Goat Cheese ",3.75,817,28,35,1303
"13866","Endive ""Spoons"" with Lemon-Herb Goat Cheese ",4.375,24,1,2,35
"1255","Prepared Horseradish ",2.5,120,3,2,3339
"10539","Sea Bass with Lemon Caper Fettuccine ",3.75,518,39,20,221
"9865","Vanilla Custard Sauce ",5,306,8,20,57
"2594","Avocado Daiquiri ",4.375,381,2,16,34
"13452","Clafouti with Raisins ",4.375,697,10,54,154
"12742","Sunflower Seed ""Risotto"" With Squash and Mushrooms ",0,593,12,52,46
"19321","Pork Chops with Mustard Crumbs ",3.75,1787,193,94,1137
"18908","Roasted Beetroot (Beet), Blood Orange, Red Witlof (Belgian Endive) and Asparagus with Orange Oil ",5,227,3,17,559
"778","Herb-Baked Potato Chips with Crème Fraîche and Caviar ",3.75,23,1,1,5
"14921","Vegetables Glazed with Balsamic Vinegar ",3.75,128,3,7,15
"5280","Farfalle with Four Cheeses, Carrots, Peas and Prosciutto ",3.125,768,39,31,1540
"12005","Roasted Lemongrass Chicken ",3.75,939,65,69,2253
"6552","Roasted Tomato and Arugula Salad ",4.375,356,2,36,410
"16087","Mango Chutney ",3.75,219,3,1,588
"4426","Garden Vegetable Enchiladas ",4.375,538,23,31,844
"15606","Crab Fritters with Spicy Lime Sauce ",3.75,311,10,18,1717
"9363","Baked Swordfish with Olive Relish ",4.375,366,34,24,393
"10125","Chile-Ginger-Mint Jellies ",5,185,6,8,31
"6210","Scallop Chowder with Bacon ",3.75,427,26,17,1021
"9735","Perfect Pork Chops ",4.375,580,43,34,1547
"10917","Dark Ginger Rye Cake With Yogurt and Honey ",0,5449,62,201,3709
"18897","Jerk Chicken ",4.375,572,47,40,1056
"14615","Cauliflower With Pumpkin Seeds, Brown Butter, and Lime ",5,212,7,17,74
"5061","Jalapeño Lime Vinaigrette ",3.125,167,0,18,0
"3431","Asparagus and Gruyère Tart ",4.375,212,10,17,248
"14190","Green Onion-Parmesan Popovers ",3.75,274,11,16,442
"17570","Whole Wheat Pancake and Waffle Mix ",0,827,31,7,2053
"3790","Roasted Sweet Potato Purée with Lime ",3.75,124,2,0,78
"1207","Tacos al Pastor ",4.375,510,51,20,926
"13264","Candied Sweet Potatoes ",3.75,250,3,4,398
"16068","Grilled Belgian Endive and Blue Cheese Gratinée ",3.125,204,7,18,328
"16557","Bacon and Chive Potato Pancakes ",3.125,377,7,25,202
"14940","Marscarpone Cream ",5,234,2,23,58
"12332","Bluewater Bread Pudding with Caramel Sauce ",3.75,1893,24,113,578
"4297","Chocolate-Almond Soufflé Torte ",4.375,714,11,60,62
"16672","Lamb Chops with Balsamic Vinegar and Onions ",3.125,455,20,35,72
"3780","Chicken Schnitzel with Anchovy-Chive Butter Sauce ",3.75,420,41,17,802
"596","White Fish Terrine with Salmon Roe and Dill ",2.5,265,12,24,721
"3898","Green Bean, Zucchini and Potato Stew ",4.375,174,4,10,167
"12558","Pecan and Chocolate Tart with Bourbon Whipped Crème Fraîche ",4.375,699,7,46,142
"14419","Penne with Eggplant, Olives and Feta Cheese ",3.75,456,15,26,598
"6424","Cranberry Champagne Cocktail ",0,158,0,0,5
"11182","Asian Dumpling Soup ",3.75,98,8,2,1091
"2744","Onion, Cheese, and Bacon Tart ",4.375,372,9,29,334
"7188","Pork Chili Verde Enchiladas ",4.375,236,13,17,303
"17794","Lo Mein with Beef ",4.375,543,36,22,1422
"8085","Grilled Halibut and Tomato Packets ",3.125,535,86,16,409
"3195","Buttermilk Panna Cotta with Rhubarb-Strawberry Jelly ",5,210,3,13,156
"18720","Brown Sugar Buttercream ",3.125,279,1,23,168
"19025","Brussels Sprouts with Garlic, Pecans and Basil ",3.75,360,7,33,49
"8706","Sage and Garlic Grilled Tomatoes ",3.75,222,8,9,53
"7900","Herbed Oxtail Terrine ",0,920,60,67,900
"6425","Okra Beignets with Cilantro Sour Cream Sauce ",3.75,60,1,5,71
"12825","Mango-Cucumber Wine Cooler ",5,169,1,0,6
"6338","Grilled Tomatoes ",0,88,1,7,589
"1555","Linguine with Clams and Wild Mushrooms ",3.75,1171,100,28,3428
"12218","Shrimp Fried Rice with Ginger ",3.75,587,34,33,726
"18001","Chocolate Orange Crème Brûlée ",3.75,410,6,29,60
"5319","Chicken and Spelt Soup with Greens ",4.375,1029,78,57,341
"10948","Sweetened Whipped Cream ",4.375,222,1,22,23
"1789","Salmon with Parsley Cream Sauce ",4.375,573,38,39,195
"17175","Barley and Corn Salad with Basil Chive Dressing ",4.375,408,9,20,461
"13702","Mushroom Vichyssoise Padian ",1.25,218,7,13,60
"19751","Citrus Marinated Shrimp Cocktail ",4.375,262,17,10,925
"16172","Southeast Asian Rice Noodles with Calamari and Herbs ",4.375,539,23,23,519
"10538","Parsnip and Cheddar Soufflé ",3.75,335,15,22,653
"9176","Ginger-Tomato Chutney ",3.75,113,2,1,27
"8881","Rice with Almonds and Raisins ",3.75,382,8,10,595
"19628","Pickled Red Onions with Cilantro ",5,95,1,0,395
"17686","Mango and Red Onion Salsa ",4.375,94,2,1,4
"13332","Seafood Chowder with Squash ",5,349,24,18,1259
"5362","Fettuccine With Artichokes ",3.75,433,12,20,518
"13076","Tomato-Cheddar Pie ",4.375,2715,51,217,3926
"15952","Bittersweet Chocolate-Orange Fondue ",4.375,833,11,29,644
"8025","Winter Melon Soup ",4.375,236,21,14,1336
"5548","Cabbage and Corn Slaw with Cilantro and Orange Dressing ",4.375,233,3,15,136
"2375","Potato-Crusted Goat Cheese Tart with Heirloom Tomato Salad ",3.75,353,11,19,167
"6064","Chayote Soup with Lemongrass and Ginger ",4.375,115,7,2,93
"13987","Swiss Chard with Beets, Goat Cheese, and Raisins ",4.375,178,6,7,392
"3350","Potato and Celery-Root Gratin with Smoked Haddock ",3.75,543,17,35,840
"8276","Arugula Salad with Roasted Eggplant and Sweet Pomegranate Dressing ",2.5,655,9,44,1140
"2062","Spaghetti with Pork and Peanut Sauce ",3.75,1059,45,54,979
"1919","Swiss Chard with Horseradish ",3.75,85,3,5,520
"5193","Buckwheat Crêpe Noodles with Chive Butter ",4.375,286,9,19,371
"353","Champagne Vinaigrette ",5,749,1,73,937
"3455","Radicchio, Grapefruit and Spinach Salad ",4.375,220,2,19,115
"9598","Eggplant and Sun-dried Tomato Spread ",4.375,264,2,25,6
"10962","Lord Grey's Peach Preserves ",4.375,399,2,1,1
"7954","Apricot-Almond Gift Bread ",0,3610,57,119,2455
"1321","Grilled Swedish Meatball Kebabs ",3.75,313,17,15,484
"13290","Sausage and Mushroom Phyllo Twists ",4.375,74,2,6,99
"14120","Chocolate Tart with Candied Cranberries ",4.375,530,4,31,73
"3569","Striped Bass with Swiss Chard, Chestnuts, and Pomegranate Vinaigrette ",3.75,497,28,27,286
"18547","Red Wine Barbecue Sauce ",4.375,151,1,7,986
"19288","Peach and Mascarpone Cheesecake with Balsamic Syrup ",3.75,470,7,31,296
"14262","Cauliflower With Quinoa, Prunes, and Peanuts ",3.75,314,8,17,823
"14941","Crispy Za'atar Fish with Israeli Couscous, Swiss Chard, and Feta ",4.375,280,18,15,564
"4714","Artichokes with Romano, Cracked Pepper and Olive ",3.75,598,18,48,1059
"9239","Tortellini with Italian Sausage, Fennel, and Mushroom ",4.375,745,35,56,889
"19229","Ginger-Cream Cheese Icing ",4.375,258,1,13,64
"1796","Korean BBQ Marinade ",5,130,7,3,2303
"12009","Lemon-Roasted Salmon With Escarole, Asparagus, and Potatoes ",5,734,44,52,905
"17401","Roasted Pears with Hazelnut Syrup and Candied Hazelnuts ",4.375,384,2,8,5
"571","Mexican Chocolate Brownies ",4.375,247,4,14,113
"7227","Cranberry, Gingerly ",5,154,0,0,3
"13527","Carrot Tart With Ricotta and Almond Filling ",2.5,1127,19,105,899
"16462","Banana Cream Pie ",3.75,472,5,28,196
"16317","Garlic and Herb Spatchcock Grilled Chicken ",4.375,1275,110,89,1341
"7158","Beet, Cucumber, and Sweet Onion Salad with Dijon-Honey Dressing ",4.375,163,1,12,56
"16511","Hot Slow-Roasted Pork, Onion, and Mozzarella Sandwiches ",3.75,1465,92,101,1351
"19401","Breaded Chicken Cutlets with Chunky Vegetable Sauce ",3.75,531,66,14,487
"12695","Veal with Leek and Roquefort Sauce ",4.375,721,51,44,1039
"7515","Kiwi-Cream Cheese Tart ",3.75,567,6,42,245
"16763","Self-Stomped Thick White Noodles ",0,398,11,1,561
"4272","Flaky Pie Crust Dough ",3.75,1530,17,110,596
"7108","Arugula-Stuffed Leg of Lamb with Roasted Spring Vegetables ",4.375,1763,140,115,858
"6476","Twice-Baked Almond Croissants ",5,380,6,21,142
"14496","Southern-Style Meatloaf ",3.75,512,37,33,1356
"10939","Jerusalem Artichoke and Artichoke Heart Linguine ",5,700,20,21,1869
"10301","Green Bean, Watercress and Radish Salad ",0,139,3,11,88
"19147","Brussels Sprouts with Panko ",5,844,15,68,385
"3917","Coconut Tamales ",5,379,5,17,27
"7533","Little Quinoa Patties ",4.375,221,10,8,400
"18617","Russian Walnut-Cherry Latkes with Cherry-Apple Sauce ",0,96,4,7,108
"19280","Carrot Soup ",3.75,198,3,13,740
"17485","Quick Baked Chicken Parmesan ",5,917,61,53,1973
"13853","Butternut Squash Soup with Parmesan and Fried Sage Leaves ",4.375,163,7,7,117
"18040","Spicy Corn Chowder ",4.375,267,6,15,488
"10611","Fish Terrine ",0,469,39,25,675
"2238","Cherry Almond Shortbread Cookies ",1.25,88,1,5,52
"1841","Vegetable Stir-Fry with Tofu ",3.75,406,16,30,917
"9386","Buttermilk Corn Bread with Bacon ",3.75,260,7,10,498
"16384","Sea Bream with Artichokes and Caper Dressing ",5,923,41,60,294
"7947","Tom and Jerry ",3.125,316,8,8,108
"9395","Chilled Beet Soup with Sour Cream ",4.375,125,3,6,703
"19609","Spiced Fig Preserves ",4.375,377,1,0,2
"11765","Mignonette Sauce ",4.375,54,1,0,751
"7578","Peach and Berry Compote ",2.5,153,2,1,1
"18302","John Dory with Fried Fennel and Anchovy Butter Sauce ",2.5,413,39,20,420
"2702","Red Chile Sauce (Chile Colorado) ",5,89,1,6,1161
"1379","Sliced Strip Steak with Arugula and Parsley ",3.125,493,35,35,296
"4383","Chinese-Hawaiian ""Barbecued"" Ribs ",4.375,640,45,37,1582
"17363","Pear Pie with Maple and Ginger ",4.375,521,6,19,157
"4986","Red Mole ",0,280,7,21,72
"15886","Big Apple Pancake ",4.375,645,18,35,464
"18736","Spinach-Wrapped Flounder and Warm Lentil Salad with Cucumber Yogurt Sauce ",4.375,289,18,12,287
"11246","Grilled Spice-Rubbed Skirt Steak ",4.375,416,34,29,539
"16509","Open-Face Chicken Cordon Bleu ",3.125,362,33,24,693
"696","Tuscan Almond Cookies (Ricciarelli) ",0,76,2,5,15
"1938","Radish and Chive Salad ",4.375,21,0,2,11
"3491","Lemon-Coconut Piña Colada ",5,559,2,17,54
"14342","Pineapple-Gin Punch ",4.375,162,2,2,54
"16701","Lentil Croquettes ",3.75,411,23,5,1257
"9928","Herbed Summer Succotash ",4.375,230,9,12,177
"9103","Salted Roast Turkey with Herbs and Shallot-Dijon Gravy ",5,1082,126,55,5313
"10980","Pastry Dough ",3.75,1405,17,96,597
"19853","Tuna Tonnato with Eggplant Salad ",5,478,32,27,768
"4627","Orange Chicken with Golden Raisins and Figs ",4.375,1115,70,57,1009
"13126","Pasta Primavera Pronto ",3.75,741,27,25,147
"7920","Green Bean, Potato and Leek Salad ",3.75,398,6,23,79
"12368","Mushroom and Goat Cheese Tart ",4.375,875,17,64,430
"7595","Yellow Tomato Gazpacho with Cilantro Oil and Avocado ",4.375,156,3,12,34
"5809","Cassis-Spiked Cranberry Sauce ",3.125,214,0,0,31
"3662","Escarole, Spinach, and Red Onion Salad with Anchovy Garlic Dressing ",3.125,149,3,12,59
"11990","Veal Stew (Blanquette de Veau) ",4.375,1066,82,71,410
"3701","Buttermilk Panna Cotta with Rhubarb-Strawberry Jelly ",5,210,3,13,156
"7033","Tom and Jerry ",3.125,316,8,8,108
"13147","Cranberry-Port Conserve ",4.375,212,2,4,3
"17597","Buck's Fizz II ",0,224,1,0,12
"10638","Indian Spiced Cauliflower and Potatoes ",4.375,332,7,18,508
"765","Oven-Fried Potato Chips with Thyme ",2.5,590,11,21,26
"1918","Rib-Eye Tacos with Onion Jam and Horseradish Crème Fraîche ",4.375,232,7,13,169
"14292","Jamaica Glow ",0,141,0,0,2
"15060","Shrimp, Vegetable and Cashew Stir-Fry ",3.75,618,31,16,1593
"3955","Corn on the Cob with Shallot-Thyme Butter ",5,265,4,21,18
"10708","Spanish-Style Shrimp and Scallop Salad ",3.75,125,8,8,362
"9935","Veal Chops with Tomato-Orange-Basil Sauce ",3.75,504,36,34,176
"4888","Duck a l'Orange ",4.375,585,49,22,160
"4394","Baked Chicken with Barbecue Sauce ",3.75,961,69,69,984
"18222","Zucchini Fritters with Herbs and Cheese ",4.375,502,12,42,975
"2754","Currant Tart ",3.75,346,4,12,130
"1680","Paprika Roast Chicken with Sweet Onion ",4.375,918,75,64,286
"13425","Crostini ",3.75,154,4,6,241
"16591","Julia's Roast Chicken with Lemon and Herbs ",4.375,1002,76,70,1446
"2719","Cocoa Brownies ",4.375,141,2,7,70
"13626","Thai Roast Beef and Lettuce Rolls ",3.75,135,11,6,740
"272","Breakfast Bowl With Quinoa and Berries ",5,173,5,7,3
"14786","Meatball and Vegetable Soup ",3.75,436,21,22,1161
"15914","Grilled Beef, Chicken, Shrimp, and Mushroom Skewers ",5,30,3,2,92
"3471","Melon with Green-Peppercorn Raspberry Sauce ",2.5,265,4,4,91
"3053","Sauteed Kale with Bacon and Vinegar ",3.125,205,11,13,257
"9473","Grilled Bananas with Rum Ice Cream and Mexican Hot Chocolate Sauce ",4.375,975,15,63,132
"5205","Bacon Cheddar Quick Bread with Dried Pears ",2.5,473,17,31,662
"441","Grilled Butterflied Leg of Lamb with Lemon, Herbs, and Garlic ",5,572,46,41,859
"11247","Caramelized-Nectarine and Ginger Shortcakes with Sour Cream ",3.75,607,8,30,350
"7006","Pasta with Tomatoes, Artichokes, and Feta Cheese ",3.75,681,23,29,637
"16977","Citrus Spice Syrup ",0,292,1,0,5
"12601","Tomatillo Salsa ",3.125,19,1,0,1
"10746","Yummy Mummy Meatloaf ",4.375,720,33,35,1224
"8533","Sherry and Egg ",1.25,162,5,4,60
"18581","Mama Lucia's Chicken Cacciatore ",4.375,1197,81,82,728
"3359","Apricot Yogurt Cake with Orange Honey Syrup ",3.75,1573,31,69,777
"16208","Fresh Spinach with Garlic-Yogurt Sauce ",4.375,159,5,12,109
"16616","Chunky Red Chili ",5,451,32,23,1021
"2727","Braised Brisket With Hot Sauce and Mixed Chiles ",5,922,55,70,185
"3842","Ice-Tray Sushi Blocks ",2.5,47,2,2,34
"7707","Carrot Tart with Ricotta and Herbs ",0,360,11,27,160
"6315","Parmesan-Crusted Polenta with Sausage-Mushroom Ragoût ",4.375,1190,40,24,1213
"7057","Warm Green Bean Salad with Dill ",4.375,118,2,9,8
"9967","Lime Mojo ",5,303,1,33,237
"14398","Chipotle Sauce ",3.125,70,3,2,23
"8758","Raspberry-Blueberry Snow Cones ",0,80,1,0,11
"3974","Nectarine Lime Curd Tart with a Brown-Sugar Crust ",4.375,576,8,23,463
"7619","Mustard-Tarragon Chicken Sauté ",4.375,399,54,15,198
"14198","Bulgur with Leeks, Cranberries, and Almonds ",4.375,501,16,19,83
"4599","Orange Rum Caramel Sauce ",2.5,384,0,0,2
"11127","Red-Pepper Mayonnaise ",3.75,273,2,23,757
"14910","Roasted Butternut Squash Soup ",3.75,192,7,7,77
"517","Red Vinegar Pickles ",5,88,3,1,3194
"14315","Panko-Crustes Mustard Pork Cutlets ",3.75,782,43,53,544
"6650","Pumpkin Bread Pudding with Spicy Caramel Apple Sauce ",5,533,11,28,343
"7556","Marbled Mint-Chocolate Pudding ",3.75,361,5,27,204
"7777","Tangerine Granita with Vanilla Bean Cream ",4.375,202,1,5,7
"18401","Sour Cream and Onion Dip ",3.125,428,5,36,802
"3389","Ouzo-Scented Almond, Yogurt, and Olive Oil Cake ",3.75,334,6,17,134
"14501","Chocolate-Chunk Caramel Cookies ",3.75,109,1,6,80
"2507","Maple-Braised Butternut Squash with Fresh Thyme ",4.375,193,2,12,340
"7017","Honey-Roasted Ham or Turkey with Dried Cherry Relish ",5,582,45,28,3026
"11351","Hazelnut Linzertorte with Cranberry-Apricot Filling ",4.375,580,5,19,44
"19605","Quail with Pomegranate Jus ",4.375,560,44,38,381
"2675","Frangelico Ice Cream ",4.375,214,2,9,30
"11728","Shrimp and Cucumber Salad with Horseradish Mayo ",4.375,341,11,31,3526
"3666","Chocolate Cupcakes with Butterscotch Icing ",3.125,146,2,8,62
"16395","Seared Sesame Tofu with Asian Salad ",2.5,601,28,50,34
"12826","Linguine with Tomato-Leek Sauce ",3.75,792,21,30,58
"9911","Roasted Vegetable Meatloaf with Mustard Mashed Potatoes ",4.375,528,47,24,1387
"12955","Charmoula ",5,208,1,23,7
"8548","Watermelon-Mint Agua Fresca ",5,140,2,0,5
"17084","Grilled Skirt Steaks with Parsley Oregano Sauce ",4.375,443,12,43,47
"7357","Napoleon Champagne Cocktail ",5,127,0,0,2
"9658","Sweet-Potato Flans ",3.75,577,7,34,214
"14755","Halibut with Roasted Vegetables and Spicy Cilantro Sauce ",4.375,421,33,5,205
"17720","Black Pepper and Sour Cream Pastry Dough ",3.75,2733,31,193,2369
"1787","Matzo-Stuffed Breast of Veal ",4.375,801,53,55,1123
"19516","Tuna Salad on Olive Bread with Arugula ",4.375,403,19,25,703
"19382","Bruschetta with Arugula, Smoked Mozzarella, and Tomatoes ",4.375,260,11,18,367
"7845","Caramel Pears ",0,482,1,0,4
"6838","Jalapeño Mint Jelly ",3.125,373,1,0,10
"12708","Vichyssoise ",4.375,562,12,44,11349
"15220","Baked Pecan-Stuffed Nectarines ",4.375,265,4,15,4
"8989","Chicken and Dumplings with Mushrooms ",4.375,666,44,40,807
"6020","Apricot-Raspberry Pavlovas with Sliced Almonds ",4.375,426,6,10,46
"16871","Mojito I ",0,147,0,0,1
"14206","Chicken and Mixed Vegetable Stew ",4.375,1395,91,88,1109
"1112","Marinated Eggplant Salad ",4.375,190,3,14,8
"4368","Chawan Mushi with Shrimp and Spring Peas ",4.375,87,7,3,133
"5415","Herb- and Spice-Roasted Beef Tenderloin with Red Wine-Shallot Sauce ",4.375,815,50,54,1209
"8956","Beer Crackers Topped with Garlic and Three Cheeses ",4.375,248,12,10,611
"7634","Wild Mushroom Tart ",4.375,212,8,15,315
"7041","Paprika-Parmesan Butter ",4.375,91,1,9,85
"2708","Chocolate Sorbet ",3.75,264,2,12,32
"10721","Sweet-Potato Pumpkin Seed, and Chickpea Party Mix ",1.875,4303,17,460,366
"4222","Garlic Rosemary-Marinated Lamb Chops ",4.375,907,33,85,709
"12014","Beef Wellingtons with Gorgonzola ",5,1221,49,86,613
"18325","Parsnip and Hazelnut Gratin with Bacon ",3.75,268,5,18,482
"6080","Almond Apricot Biscotti ",3.75,51,1,2,28
"8365","Rum-Caramel Sauce ",4.375,439,1,15,15
"3290","Wilted Cabbage with Carrots and Bacon ",3.75,308,10,23,453
"3239","Rigatoni with Spicy Sun-Dried Tomato Sauce ",4.375,763,35,15,958
"5448","Salmon Wrapped Poached Eggs ",4.375,389,25,29,664
"19773","Carp Fish Cakes with Citrus ""Tartar"" Sauce ",3.125,169,7,15,338
"4650","Chicken Negimaki with Spicy Red Pepper Dipping Sauce ",4.375,41,4,2,63
